Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Validation Rules,Dependencies,Known Assumptions,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date,Source Evidence
UI-040,Free Agency,"As a professional coach, I want to sign legal free agents within cap and roster constraints.","Resolve the legacy route to Pro Offseason and show available free agents/actions with refusal reasons.","No cap; roster full; free agent disappears; minimum contract; duplicate signing.","Cap remaining, active roster limit, market membership, and contract minimum are checked.","FreeAgencyView; ProOffseasonReadModel; ProMarketSystem; ProRules","Legacy alias to Pro Offseason.","T-UI-040-H sign; T-UI-040-B cap/roster minimum; T-UI-040-S stale player; T-UI-040-N alias.","Implemented as alias to Pro Offseason; pro-market tests passed; live pro journey unverified",0,High,"The view exposes availability but live signing is not device-verified.",2026-08-19,"FreeAgencyView.swift; CoachWorldProOffseasonProvider.swift; ProMarketTests.swift"
UI-041,League Map,"As a coach, I want a map of the football world so I can navigate programmes and conferences.","Show generated fictional geography and organisations; select a team and route to its profile.","Empty map; selected ID absent; duplicate identity; long names; zoom/scroll at install floor.","Map entities and organisation IDs must resolve through the read model.","LeagueMapView; CoachWorldLeagueMapProvider; TeamProgrammeProfileView","The current implementation is a geographic map, not a standings table.","T-UI-041-H pan/select; T-UI-041-E missing entity; T-UI-041-A AX5/long names; T-UI-041-R install floor.","Implemented; provider and contract suites passed; live map unverified",1,High,"F-19 remains an open product/design truth decision: map vs standings reference.",2026-08-19,"LeagueMapView.swift; CoachWorldLeagueMapProvider.swift; docs/STATUS.md"
UI-042,Team / Programme Profile,"As a coach, I want to inspect a team or programme so I can compare its identity, record, roster, staff, and fixtures.","Show the selected organisation's fictional identity, tier, conference, record, roster/staff counts, fixtures, and rivalries.","Unknown organisation; no conference; no fixtures; college vs pro; stale selection.","Organisation must exist; optional conference/division fields remain absent rather than invented.","CoachWorldTeamProfileProvider; TeamProgrammeProfileView; selectedSubjectID","Profile is read-only and selected team is persisted.","T-UI-042-H select from map/search; T-UI-042-E unknown ID; T-UI-042-R restore; T-UI-042-A AX5.","Implemented; provider tests passed; live profile unverified",0,Medium,"Uses controlled competition tier for labels.",2026-08-19,"CoachWorldTeamProfileProvider.swift; TeamProgrammeProfileView.swift"
UI-043,Standings,"As a coach, I want current standings and tiebreak context so I can understand competitive position.","Show authoritative standings for the controlled tier with safe tie-aware ordering and team selection.","Tie records; no standings; conference boundary; selected team absent; long names.","Ordering and tiebreak rules come from CompetitionState; no view-side aggregate recomputation.","StandingsView; CompetitionReadModel; CompetitionReducer","Standings are deterministic and tied to the active tier.","T-UI-043-H inspect/select; T-UI-043-B ties/empty; T-UI-043-A VoiceOver row sentence; T-UI-043-R restore.","Implemented; competition suites passed; live standings unverified",0,Medium,"Read-model contract covers provider but not manual VoiceOver.",2026-08-19,"StandingsView.swift; CompetitionTests.swift; CoachWorldCompetitionProvider.swift"
UI-044,Schedule,"As a coach, I want the season schedule so I can anticipate fixtures and bye weeks.","List controlled-team fixtures in calendar order and route a completed game to detail where available.","Bye week; no schedule; postponed/complete game; next fixture absent; season boundary.","Schedule order follows CalendarState; fixture IDs are stable.","ScheduleView; CoachWorldCompetitionProvider; GameState.competition.currentSchedule","Schedule is generated deterministically for the active tier.","T-UI-044-H inspect upcoming/completed; T-UI-044-B bye/season boundary; T-UI-044-R route to match/detail.","Implemented; competition/read-model suites passed; live schedule unverified",0,Medium,"Fixture actions depend on current phase and match state.",2026-08-19,"ScheduleView.swift; CoachWorldCompetitionProvider.swift; CompetitionTests.swift"
UI-045,Rankings & Playoff Picture,"As a coach, I want rankings and postseason context so I can understand selection and bracket implications.","Show competition overview rankings/playoff picture and allow team selection.","No postseason; tie; bracket not earned; wrong tier; selected team absent.","Overview is derived from competition state; bracket advancement is earned by results.","RankingsPlayoffPictureView; CompetitionOverviewReadModel; PostseasonSystem","The rankings view and playoff picture are one host.","T-UI-045-H inspect/select; T-UI-045-B tie/no postseason; T-UI-045-R season rollover; T-UI-045-A AX5.","Implemented; competition suites passed; live overview unverified",0,Medium,"Prior critique observed Rankings and Bracket sharing a view; documented as composite behavior.",2026-08-19,"RankingsPlayoffPictureView.swift; CoachWorldCompetitionProvider.swift"
UI-046,Bracket / Postseason,"As a coach, I want postseason brackets and champions so I can follow the season's earned outcomes.","Show the current bracket, advancement, and champion from authoritative competition state.","No bracket; unearned round; tie/bye; season rollover; missing archive.","Round advancement and champion are result-owned; no UI-side advancement.","BracketPostseasonView; PostseasonSystem; CompetitionState","Bracket size is fixed by competition rules.","T-UI-046-H inspect rounds/champion; T-UI-046-B no bracket/bye; T-UI-046-R rollover/archive.","Implemented; competition and history suites passed; live postseason unverified",0,Medium,"Composite with competition overview is intentional in current router.",2026-08-19,"BracketPostseasonView.swift; PostseasonSystem.swift; CompetitionTests.swift"
UI-047,Game Detail / Box Score,"As a coach, I want a completed game's detailed result so I can inspect the recorded performance.","Show authoritative box-score/read-model details for the selected aftermath and return to aftermath.","No completed game; absent player stats; draw; stale aftermath.","Detail is only reachable when aftermath exists; figures come from recorded game data.","GameDetailBoxScoreView; AftermathReadModel; MatchReducer","Box score is not a separate simulation path.","T-UI-047-H open/close; T-UI-047-E missing aftermath; T-UI-047-R stale route; T-UI-047-A VoiceOver.","Implemented; match/read-model suites passed; live detail unverified",0,Medium,"No view-side aggregate computation is allowed by architecture contract.",2026-08-19,"GameDetailBoxScoreView.swift; AftermathView.swift"
UI-048,Statistics & Leaders,"As a coach, I want league leaders and statistics so I can assess performance across the competition.","Show bounded leader rows/categories derived from authoritative player statistics.","No stats; ties; missing team; category empty; huge leader set.","Statistics provider handles empty categories and maps player/team IDs through state.","CoachWorldStatisticsProvider; StatisticsLeadersView; CompetitionState.playerStatistics","Stats are read-only and deterministic.","T-UI-048-H categories/leaders; T-UI-048-B empty/ties; T-UI-048-A row sentence/AX5.","Implemented; provider/competition suites passed; live stats unverified",0,Medium,"Manual checks needed for generated names and row readability.",2026-08-19,"CoachWorldStatisticsProvider.swift; StatisticsLeadersView.swift"
UI-049,Awards & Honours,"As a coach, I want awards and honours so I can understand season and career recognition.","Show awards and archived honours derived from competition history.","No awards; duplicate award; missing player/team; season rollover; archive bounds.","Awards derive from completed competition archives and stable IDs.","CoachWorldStatisticsProvider.awardsHonours; AwardsHonoursView; Competition archives","Honours are fictional and based on simulated results.","T-UI-049-H inspect; T-UI-049-E empty/archive missing; T-UI-049-R rollover; T-UI-049-A AX5.","Implemented; history/competition suites passed; live awards unverified",0,Medium,"Dependent on completed seasons for meaningful data.",2026-08-19,"AwardsHonoursView.swift; CoachWorldStatisticsProvider.swift"
UI-050,News,"As a coach, I want a bounded news feed so I can understand what changed in the world.","Show ordered, bounded derived stories from recent events and open supported destinations.","No news; many events; duplicate story; stale subject; history overflow.","News is derived from domain events, ordered deterministically, and bounded.","CoachWorldNewsProvider; NewsView; NewsFeedReadModel","News is offline and generated from the same event ledger.","T-UI-050-H open/read; T-UI-050-B empty/bounds; T-UI-050-R archive rollover; T-UI-050-A AX5.","Implemented; news/history suites passed; live news unverified",0,Medium,"The current HQ correspondence callback does not open a news item; verify intended behavior.",2026-08-19,"NewsView.swift; CoachWorldNewsProvider.swift; NewsFeedTests.swift"
UI-051,Realignment Event,"As a coach, I want to see conference realignment evidence so I understand how the world changed.","Show recent realignment events, reason, swaps, and conference names from event history.","No event; malformed event; multiple events; missing conference; archive overflow.","Only events with valid realignment payloads are shown; names resolve through current map.","CoachWorldRealignmentProvider; RealignmentEventView; History.DomainEvent","Realignment is a simulation event, not a user-authored edit.","T-UI-051-H inspect event; T-UI-051-E no/malformed event; T-UI-051-R archive bounds.","Implemented; realignment/history suites passed; live event unverified",0,Medium,"Feature appears only after world changes generate an event.",2026-08-19,"CoachWorldRealignmentProvider.swift; RealignmentEventView.swift; RealignmentTests.swift"
UI-052,Career Hub,"As a coach, I want a career hub showing my job, opportunities, and stakes so I can navigate the promotion arc.","Show current job/opportunities, accept/resign actions, career focus routes, and continue behavior.","No opportunity; stale opportunity; resignation; no college control; pro job; duplicate accept.","Career authority validates stable IDs, tier, and transitions; refusable actions show player-facing copy.","CareerHubView; CoachWorldCareerProvider; CareerSession; CoachWorldStore","Promotion is earned through the persistent career, not a separate mode.","T-UI-052-H accept/resign/focus; T-UI-052-E stale/no job; T-UI-052-R restore; T-UI-052-A AX5.","Implemented; career tests passed; live career journey unverified",1,High,"Career/pro surfaces were not included in the latest simulator proof harness.",2026-08-19,"CareerHubView.swift; CoachWorldCareerProvider.swift; CareerArcTests.swift"
UI-053,Job Security,"As a coach, I want to understand job security so I can manage performance and expectations.","Resolve the legacy route to Career Hub focus and show supported stakeholder/job-security evidence.","No career model; no current job; boundary season; missing stakeholder data.","Only CareerHubReadModel fields are displayed; no invented thresholds.","JobSecurityView; CareerHubReadModel; ScreenRegistry","Legacy alias routes through Career Hub.","T-UI-053-H inspect; T-UI-053-E no career; T-UI-053-N alias; T-UI-053-A AX5.","Implemented as alias to Career Hub; career tests passed; live unverified",0,High,"Content completeness is dependent on career read-model evidence.",2026-08-19,"JobSecurityView.swift; ScreenRegistry.swift"
UI-054,Stakeholders,"As a coach, I want stakeholder signals so I can understand how the organisation views my work.","Show supported stakeholder rows and career consequences without mutating state directly.","Missing stakeholder; boundary values; resignation; promotion; no current job.","Values come from CareerHubReadModel and are formatted as sentences.","StakeholdersView; CareerHubReadModel; CareerSession","Stakeholder values are only shown when engine-backed.","T-UI-054-H inspect; T-UI-054-B boundary; T-UI-054-R career transition; T-UI-054-A VoiceOver.","Implemented; career provider/tests passed; live unverified",0,High,"Route currently uses Career Hub as host/focus.",2026-08-19,"StakeholdersView.swift; CoachWorldCareerProvider.swift"
UI-055,Promotion Decision,"As a college coach who has earned it, I want a clear promotion decision so I can choose whether to move tiers.","Show eligible promotion opportunity/decision and commit or defer through career authority.","Not eligible; no pro jobs; stale opportunity; acceptance changes controlled tier; decline/resign.","Promotion eligibility and destination are validated by CareerControlSystem/CareerArcState.","PromotionDecisionView; CareerSession; CareerControlSystem; CareerArcState","Promotion is earned, not guaranteed.","T-UI-055-H accept/defer; T-UI-055-E ineligible/stale; T-UI-055-R restore after promotion; T-UI-055-A AX5.","Implemented; career authority tests passed; live promotion unverified",0,High,"Promotion and navigation now require an actionable professional opportunity; an end-to-end season walk remains unverified.",2026-08-19,"PromotionDecisionView.swift; CareerArcTests.swift; CareerControlTests.swift; CoachWorldAppRootView.swift"
UI-056,Coaching Carousel,"As a coach, I want the carousel/opportunity view so I can compare possible next jobs.","Resolve to Career Hub and show available coaching opportunities using stable IDs.","No jobs; duplicate jobs; stale job; current job removed; long team names.","Opportunity list is generated by career provider and actions are revalidated.","CoachingCarouselView; CareerHubReadModel; CoachWorldStore.acceptCareerOpportunity","Legacy alias/focus behavior is currently composite.","T-UI-056-H compare/accept; T-UI-056-E no/stale jobs; T-UI-056-N alias; T-UI-056-A AX5.","Implemented as alias to Career Hub; career tests passed; live unverified",0,High,"No separate carousel model is present.",2026-08-19,"CoachingCarouselView.swift; ScreenRegistry.swift"
UI-057,Record Book,"As a long-career coach, I want a durable record book so I can inspect historical achievements.","Show bounded historical aggregates/read models without recalculating from raw state in the view.","No history; archive overflow; 20-season durability; missing record context; empty player history.","History provider owns aggregates; archive bounds and hostile digest validation are enforced.","LegacyHistoryView; RecordBookView; CoachWorldHistoryProvider; History archive","History is bounded and persisted as compact records.","T-UI-057-H inspect records; T-UI-057-B empty/bounds; T-UI-057-R 20-season archive; T-UI-057-I hostile digest.","Implemented; history archive/gate suites passed; live long-career UI unverified",0,Medium,"The product promises decades; UI durability needs a soak plus manual inspection.",2026-08-19,"RecordBookView.swift; HistoryArchiveTests.swift; HistoryGateTests.swift"
UI-058,Rivalries,"As a coach, I want living rivalries so I can see persistent competitive context.","Show bounded strongest rivalries for the controlled organisation with earned intensity/order.","No rivalries; ties; replacement; missing organisation; archive bounds.","Rivalry order is deterministic, bounded, and derived from accumulated results/events.","RivalriesView; RivalrySystem; CoachWorldHistoryProvider","Rivalries are fictional generated relationships.","T-UI-058-H inspect; T-UI-058-B empty/ties/bounds; T-UI-058-R season growth; T-UI-058-A AX5.","Implemented; rivalry suites passed; live unverified",0,Medium,"Manual check needed for long rivalry names and row labels.",2026-08-19,"RivalriesView.swift; RivalryOrderTests.swift; CoachWorldHistoryProvider.swift"
UI-059,Career Line,"As a coach, I want my career line so I can see appointments, seasons, and outcomes over time.","Show persistent career records in chronological order with tier/job transitions.","No records; same-season transition; resignation; promotion; long career; missing team.","Career records are authoritative and ordered by season/calendar, not view inference.","CareerLineView; CareerSession; CareerArcState; History provider","The career is one coach/save across tiers.","T-UI-059-H inspect chronology; T-UI-059-B empty/same-season; T-UI-059-R promotion; T-UI-059-A AX5.","Implemented; career/history tests passed; live unverified",0,Medium,"Core persistence promise needs multi-season manual confirmation.",2026-08-19,"CareerLineView.swift; CareerArcTests.swift; CoachWorldHistoryProvider.swift"
UI-060,Coaching Tree,"As a coach, I want my coaching tree so I can see staff continuity and influence over time.","Show derived coaching-tree relationships, bounded seasons, and deterministic ordering.","No tree; missing parent; duplicate staff; departed coach; archive bounds.","Tree derivation resolves stable staff IDs and preserves bounded histories.","CoachingTreeView; CoachingTreeReadModel; History provider","Tree is read-only and derived from staff career records.","T-UI-060-H inspect; T-UI-060-B empty/bounds; T-UI-060-R 20-season tree; T-UI-060-A AX5.","Implemented; coaching-tree suites passed; live unverified",0,Medium,"No simulator proof harness currently targets this surface.",2026-08-19,"CoachingTreeView.swift; CoachingTreeTests.swift"
UI-061,College Offseason,"As a college coach, I want one offseason command surface so I can resolve portal, NIL, redshirt, signing, and other bounded decisions.","Show current college offseason phase, pending decisions, resources, and route aliases; commit only valid actions; advance after resolution.","Awaiting spring; recruiting closed; signing phase; portal window; NIL budget; delegated decision; capacity changes.","Cycle phase, decision owner, capacity, ledger balances, eligibility, and state version gate actions.","CollegeOffseasonView; CollegeCycleSystem; CollegePortalPolicyV1; CollegeSigningSystem; CoachWorldStore.commit","Legacy portal/NIL/signing routes are composite aliases over this host.","T-UI-061-H resolve each phase; T-UI-061-B capacity/ledger/eligibility; T-UI-061-S stale decision; T-UI-061-R rollover.","Implemented; college/portal/commitment suites passed; live offseason unverified",1,High,"This is a central business process and needs a real career walkthrough.",2026-08-19,"CollegeOffseasonView.swift; CoachWorldCollegeOffseasonProvider.swift; CollegeStateTests.swift"
UI-062,Pro Offseason,"As a professional coach, I want one front-office surface so I can resolve draft, free agency, waivers, scouting, and cap actions.","Show pro offseason phase, cap, current pick, draft class, free agents, waivers, and available actions; route legacy pro screens into the composite host.","No pro job; wrong phase; cap full; current pick not controlled; waiver deadline; roster full.","Phase, ownership, cap, roster limits, market membership, and contract rules gate every action.","ProOffseasonView; ProMarketSystem; ProManagementSystem; CoachWorldStore.actOnProMarket","Legacy pro scouting/draft/free agency routes are aliases over this host.","T-UI-062-H draft/free agency/waiver; T-UI-062-B phase/cap/roster; T-UI-062-S stale market action; T-UI-062-R promotion/restore.","Implemented; pro-market/cap suites passed; live pro offseason unverified",1,High,"This is a central business process and current status explicitly says pro UI has no live fixtures.",2026-08-19,"ProOffseasonView.swift; CoachWorldProOffseasonProvider.swift; ProMarketTests.swift"
WF-001,Start and Restore Career,"As a player, I want a deterministic career to be created or restored safely so my progress is not lost or silently replaced.","Launch loads a valid primary/backup save or presents explicit new-career/recovery actions; new careers generate off-main-actor and persist before entering the world.","Corrupt primary/valid backup; corrupt both; future document; cancelled setup; generation failure; rapid retry.","Envelope/header/schema and whole-root integrity checks reject malformed data; local save writes are coordinated and recoverable.","CoachWorldAppRootView; CoachWorldSaveStore; CoachWorldSaveDocument; CareerSession","The app is offline and has one local save.","T-WF-001-H restore/new career; T-WF-001-E corrupt/future/both corrupt; T-WF-001-C repeated launch/retry; T-WF-001-P persistence.","Implemented; full suite passed; simulator walkthrough unverified",0,High,"No API or account dependency exists.",2026-08-19,"SaveDocumentTests.swift; CoachWorldAppRootView.swift"
WF-002,Weekly Command Loop,"As a coach, I want each week to require intentional preparation and then advance the world once.","Commit or delegate decisions, set tactical/practice/personnel plans, advance through CareerSession, rebuild all read models, persist the new presentation route.","Missing plans; delegated responsibility; stale decision; save failure; week boundary; season boundary.","CareerSession enforces ownership/preparation; store rebuilds after every intent; refusal copy explains how to unblock.","CoachWorldStore.run; CareerSession; WorldScheduler; SaveCoordinator","One user advance is one authoritative transition.","T-WF-002-H plan/advance; T-WF-002-E missing plans/delegated; T-WF-002-S stale intent; T-WF-002-R save/restore; T-WF-002-P performance.","Implemented; full suite passed; live weekly walkthrough unverified",1,High,"Prior live critique reported silent advance refusal; code now has refusal copy, but the visible receipt needs runtime verification.",2026-08-19,"CoachWorldStore.swift; CareerControlTests.swift; TacticalManagementTests.swift"
WF-003,Match Resolution Loop,"As a coach, I want match checkpoints and bounded calls so I can influence outcomes without direct player control.","Start/restore a match checkpoint, advance snaps, pause/take over, set tactics, answer call-ins, finish, and produce aftermath/box score.","Stale revision; match not started; final checkpoint; interruption; pause/takeover; save during match.","Fixture ID/revision/action payload is revalidated; no direct player-control input exists; state changes are deterministic.","MatchReducer; MatchDayView; CoachWorldStore.matchControl; Aftermath","Detailed engine calibration remains a separate open product gate.","T-WF-003-H full match; T-WF-003-E stale/not started; T-WF-003-B first/final checkpoint; T-WF-003-R save mid-match; T-WF-003-A VoiceOver.","Implemented; match/reducer suites passed; live full-match walkthrough unverified",1,High,"Manual interaction and orientation checks remain open.",2026-08-19,"MatchReducerTests.swift; MatchDayView.swift; PRODUCT.md"
WF-004,College Management Lifecycle,"As a college coach, I want recruiting, commitments, signing, portal, NIL, redshirt, and season rollover to preserve identity and capacity.","Run bounded annual recruiting and portal cycles with shared ledgers, authoritative signing/transfer transitions, eligibility/redshirt rules, and deterministic rollover.","Full board; zero points; competing commitments; capacity change; portal entrant identity; redshirt appearance; signing release.","Capacity, ownership, eligibility, ledger, and participant manifest invariants are checked at each boundary.","CollegeRecruitingSystem; CollegePortalTransactionV1; CollegeSigningSystem; CollegeRedshirtSystem; WorldScheduler","A prospect becomes a player only at signing; portal players retain identity.","T-WF-004-H recruiting→signing→portal→rollover; T-WF-004-B capacity/ledger/eligibility; T-WF-004-S stale action; T-WF-004-D determinism; T-WF-004-P 20-season soak.","Implemented; 225k+ checks across full suite; live lifecycle walkthrough unverified",0,High,"This is the core college business process.",2026-08-19,"CollegeStateTests.swift; PortalTransactionTests.swift; CollegeRedshirtTests.swift; SeasonRolloverTests.swift"
WF-005,Professional Management Lifecycle,"As a promoted coach, I want cap, contracts, draft, free agency, waivers, and roster legality to remain coherent.","Enter pro tier through career control; expose pro market/management phases; enforce cap, contract, roster, and pick ownership; roll over deterministically.","No pro team; cap boundary; wrong draft pick; roster full; waiver deadline; illegal release.","ProRules/ProManagementSystem and market transactions reject illegal state before mutation.","CareerArcState; ProMarketSystem; ProManagementSystem; ProRules; WorldScheduler","Pro surfaces are unavailable until promotion creates a pro job.","T-WF-005-H promotion→draft/free agency; T-WF-005-B cap/roster/pick; T-WF-005-S stale transaction; T-WF-005-D determinism.","Implemented; pro backend suites passed; live pro lifecycle unverified",1,High,"The backend is tested more strongly than the current UI journey.",2026-08-19,"ProMarketTests.swift; ProManagementTests.swift; CapComplianceTests.swift"
WF-006,Career Promotion Arc,"As a coach, I want one continuous career from college into professional football when earned.","Track current job, opportunities, resignation, promotion decisions, staff/career history, and restore the same tier/job from a save.","Ineligible promotion; no opportunity; accepted job; resignation; same-season transition; restore after promotion.","CareerControlSystem validates authority, job ownership, tier, and opportunity IDs.","CareerControlSystem; CareerArcState; CareerSession; CareerHubReadModel","Promotion is earned and not guaranteed by the entry flow.","T-WF-006-H earn/accept/restore; T-WF-006-E ineligible/stale; T-WF-006-R save across tier; T-WF-006-D deterministic opportunity ordering.","Implemented; career tests passed; end-to-end promotion unverified",1,High,"A top-level product promise remains manually unverified.",2026-08-19,"CareerArcTests.swift; CareerControlTests.swift; PRODUCT.md"
WF-007,History and World Evolution,"As a long-career player, I want the fictional world to evolve and retain bounded history.","Advance schedules, standings, postseason, awards, records, rivalries, realignment, news, coaching tree, and archives without uncontrolled growth or identity drift.","20-season history; archive overflow; hostile digest; realignment event; missing references; deterministic replay.","Domain event references, archive bounds, whole-root integrity, and deterministic seeds are enforced.","WorldScheduler; HistoryArchive; CompetitionState; RivalrySystem; RealignmentSystem; CoachingTreeReadModel","No network or external identities enter the world.","T-WF-007-H multi-season; T-WF-007-B archive bounds/missing refs; T-WF-007-D same seed replay; T-WF-007-Legal fictional identity.","Implemented; history/determinism/legal suites passed; full product soak/UI unverified",0,High,"The product promises decades; current save size/performance and visual continuity need a release soak on target hardware.",2026-08-19,"HistoryArchiveTests.swift; M1/M2 soak suites; LegalTests.swift; PRODUCT.md"
WF-008,Persistence and Recovery,"As a player, I want saves to be atomic, recoverable, bounded, and read-only on open.","Coalesce saves, write off the main actor, preserve backup/quarantine recovery, reject future/oversized/hostile input, and avoid writes during a valid load.","Power loss; corrupt primary; corrupt backup; oversized compressed body; generation exhaustion; concurrent save requests.","PFC1 header/version/size limits, schema migration, generation monotonicity, and atomic write semantics are validated.","CoachWorldSaveStore; SaveCoordinator; SaveEnvelope; SaveDocument","One primary and one backup are sufficient for v1 local save.","T-WF-008-H write/load; T-WF-008-E corruption/future/oversize; T-WF-008-C coalescing; T-WF-008-R read-only load; T-WF-008-P write budget.","Implemented; save suite passed; target-device performance unverified",0,High,"Uncompressed 20-season save-size history in docs exceeds the old 8 MB ceiling; compression/current release budget remains a risk.",2026-08-19,"SaveDocumentTests.swift; SaveEnvelopeTests.swift; docs/STATUS.md"
WF-009,Offline and Legal Boundary,"As a player, I want the app to work offline with a fictional universe and no external data collection.","Ship zero network/account/analytics/ad/IAP/subscription dependencies; generate fictional names/teams/cities/identity; keep optional future import out of v1.","Network unavailable; familiar-name collision; trade-dress similarity; attempted import; missing external assets.","Source and generation tests reject real identities/trade dress; Package.swift has zero third-party runtime dependencies.","Package.swift; GenerationVocabulary; LegalTests; App/project.yml","All world identities are generated and local.","T-WF-009-H launch offline; T-WF-009-E name collision/trade dress; T-WF-009-S no network imports; T-WF-009-D deterministic generation.","Implemented; legal/determinism suites passed; App Store/runtime audit unverified",0,High,"No HTTP/API routes were found in GitNexus route mapping or source.",2026-08-19,"PRODUCT.md; README.md; Package.swift; LegalTests.swift"
QA-001,Release Gate Traceability,"As a quality owner, I want every product commitment to point to an implemented runnable gate so a green claim means the promised quality was tested.","The product commitment table should map to actual test functions and executable commands; missing runners must fail the gate rather than pass registration-only.","Registered name with no runner; runner exists but not in default/full lane; stale docs; test-only string match; partial coverage.","Require a concrete runner/command mapping for every commitment; execute or explicitly mark unsupported gates; never treat name registration as implementation.","PRODUCT.md; SuiteCatalog; Tests/SimTests/main.swift; scripts/verify.sh","A named test is not evidence until it runs and covers the promised scope.","T-QA-001-H every commitment resolves to runner; T-QA-001-E missing runner; T-QA-001-R full lane mapping; T-QA-001-D detect stale docs.","Unsupported targets are explicitly listed outside the release-gate table; all verified commitments resolve to runnable runners",0,High,"Commitment coverage passes: 2 tests, 20 checks. The three unverified product targets remain visible in PRODUCT.md but are not release evidence until their dedicated instruments exist and run in CI. The host timing probe remains evidence only, not a device performance gate.",2026-08-19,"Tests/SimTests/SuiteCatalog.swift; Tests/SimTests/main.swift; PRODUCT.md; scripts/verify.sh --lane release"
QA-002,Live UI Journey Evidence,"As a quality owner, I want every major screen and journey exercised in a real career at the install floor so structural contracts do not mask unreachable or clipped features.","Run the app on the supported iPhone landscape floor through entry, weekly, match, college offseason, promotion, pro management, league, history, and settings; record screenshots/results in the same matrix.","Screen only reachable through debug proof; optional read model nil; long generated names; AX5; rotation; destructive action; no sample fixture.","A screen is not complete from compile/static evidence alone; live route and interaction must be recorded.","CoachWorldAppRootView; iOS simulator/device; canonical CSV","Current static contracts cannot prove runtime reachability or visual hierarchy.","T-QA-002-H complete career journey; T-QA-002-E unavailable route; T-QA-002-A AX5/VoiceOver; T-QA-002-R install-floor orientation; T-QA-002-P screenshot evidence.","Partial: 4 Debug UI proof tests pass; full live career matrix remains open",1,High,"The current simulator run proves the live read-model career hub, unavailable-route recovery, and redesigned job-board proof flow, including reset. It does not prove the complete entry-to-week-to-match-to-college-to-promotion-to-pro journey or install-floor visual coverage.",2026-08-19,"Tests/ProFootballCoachUITests/ProFootballCoachUITests.swift; docs/STATUS.md; docs/reviews/2026-08-18-exhaustive-design-critique.md; App/project.yml"
